,TOTSQFT_C,YEARMADERANGE,ROOFTYPE,TREESHAD,MONEYPY,KWH_C
6349,7,2,1,0,3,3.0
2158,7,2,1,0,23,4.0
6834,7,2,1,1,24,2.0
4900,7,2,1,1,24,6.0
9074,7,2,2,0,10,1.0
5130,7,2,2,0,18,4.0
392,7,2,2,0,21,3.0
7108,7,2,2,1,5,2.0
2542,7,2,2,1,7,1.0
11809,7,2,2,1,7,1.0
11061,7,2,2,1,7,2.0
2865,7,2,2,1,7,3.0
5676,7,2,2,1,24,8.0
8946,7,2,3,0,6,0.0
11710,7,2,3,0,15,3.0
7764,7,2,3,0,19,8.0
6293,7,2,3,1,13,1.0
11267,7,2,3,1,15,3.0
3380,7,2,5,0,5,1.0
10687,7,2,5,0,5,3.0
5664,7,2,5,0,5,5.0
156,7,2,5,0,7,1.0
5561,7,2,5,0,7,3.0
11291,7,2,5,0,7,3.0
1902,7,2,5,0,9,2.0
9784,7,2,5,0,10,0.0
612,7,2,5,0,10,1.0
6823,7,2,5,0,10,1.0
1859,7,2,5,0,10,2.0
7297,7,2,5,0,10,2.0
9732,7,2,5,0,10,3.0
11887,7,2,5,0,10,4.0
12050,7,2,5,0,10,5.0
5996,7,2,5,0,11,2.0
10748,7,2,5,0,11,6.0
409,7,2,5,0,12,3.0
6785,7,2,5,0,12,3.0
495,7,2,5,0,12,4.0
6353,7,2,5,0,13,2.0
7324,7,2,5,0,13,10.0
3748,7,2,5,0,14,1.0
6820,7,2,5,0,15,1.0
10620,7,2,5,0,15,2.0
10309,7,2,5,0,15,3.0
6515,7,2,5,0,15,6.0
10730,7,2,5,0,15,6.0
4891,7,2,5,0,16,3.0
7045,7,2,5,0,16,8.0
2261,7,2,5,0,17,2.0
7302,7,2,5,0,19,7.0
7406,7,2,5,0,20,10.0
4036,7,2,5,0,22,2.0
6705,7,2,5,0,22,2.0
5594,7,2,5,0,23,2.0
9445,7,2,5,1,6,0.0
11483,7,2,5,1,7,2.0
1129,7,2,5,1,7,3.0
805,7,2,5,1,7,5.0
6242,7,2,5,1,8,2.0
10236,7,2,5,1,8,2.0
7698,7,2,5,1,8,3.0
10430,7,2,5,1,8,4.0
11040,7,2,5,1,9,1.0
635,7,2,5,1,10,1.0
2402,7,2,5,1,10,1.0
2189,7,2,5,1,10,2.0
3321,7,2,5,1,10,2.0
6024,7,2,5,1,10,2.0
1719,7,2,5,1,10,3.0
2086,7,2,5,1,10,4.0
6038,7,2,5,1,10,4.0
3403,7,2,5,1,11,0.0
8076,7,2,5,1,11,3.0
11121,7,2,5,1,11,6.0
5605,7,2,5,1,12,3.0
8857,7,2,5,1,12,7.0
338,7,2,5,1,14,1.0
3337,7,2,5,1,14,2.0
9335,7,2,5,1,14,2.0
11156,7,2,5,1,15,3.0
3242,7,2,5,1,15,5.0
8264,7,2,5,1,15,6.0
10501,7,2,5,1,16,5.0
7700,7,2,5,1,19,6.0
4667,7,2,5,1,20,4.0
10882,7,2,5,1,21,10.0
6742,7,2,5,1,22,2.0
5839,7,2,5,1,22,3.0
7573,7,2,5,1,23,2.0
419,7,2,5,1,23,4.0
2204,7,2,5,1,24,2.0
9986,7,2,5,1,24,2.0
5052,7,2,5,1,24,3.0
7489,7,2,6,0,1,2.0
6243,7,2,6,0,6,5.0
234,7,2,6,0,7,1.0
354,7,2,6,0,12,2.0
9453,7,2,6,0,12,2.0
9609,7,2,6,0,12,3.0
9553,7,2,6,0,13,1.0
2661,7,2,6,0,14,1.0
11181,7,2,6,0,17,4.0
9294,7,2,6,0,18,2.0
9834,7,2,6,0,18,5.0
11202,7,2,6,0,22,5.0
1405,7,2,6,0,24,3.0
9951,7,2,6,1,8,0.0
5435,7,2,6,1,8,2.0
1818,7,2,6,1,11,9.0
2346,7,2,6,1,12,2.0
1436,7,2,6,1,13,4.0
7399,7,2,6,1,14,1.0
249,7,2,6,1,14,2.0
3288,7,2,6,1,14,3.0
6251,7,2,6,1,17,3.0
4531,7,2,6,1,17,6.0
10649,7,2,6,1,17,7.0
7122,7,2,6,1,19,1.0
7801,7,2,6,1,20,4.0
8548,7,2,6,1,24,3.0
5036,7,2,6,1,24,5.0
1012,7,2,8,0,19,8.0
1356,7,3,-2,0,17,1.0
10034,7,3,1,0,7,5.0
8615,7,3,1,1,4,3.0
1782,7,3,1,1,8,2.0
9388,7,3,1,1,23,5.0
11535,7,3,2,0,10,4.0
5673,7,3,2,1,7,2.0
6435,7,3,2,1,9,8.0
1793,7,3,2,1,18,8.0
6193,7,3,2,1,23,2.0
8556,7,3,2,1,24,2.0
568,7,3,3,0,8,7.0
7003,7,3,3,0,11,11.0
6509,7,3,3,0,16,2.0
718,7,3,3,1,11,4.0
9037,7,3,3,1,20,8.0
5037,7,3,4,0,10,1.0
1605,7,3,5,0,1,5.0
9227,7,3,5,0,1,5.0
803,7,3,5,0,5,11.0
7786,7,3,5,0,6,7.0
10496,7,3,5,0,7,0.0
3923,7,3,5,0,8,1.0
2418,7,3,5,0,9,2.0
4949,7,3,5,0,12,2.0
9525,7,3,5,0,12,4.0
8066,7,3,5,0,12,5.0
7551,7,3,5,0,12,10.0
5529,7,3,5,0,13,1.0
1825,7,3,5,0,13,2.0
9302,7,3,5,0,14,4.0
478,7,3,5,0,14,7.0
11736,7,3,5,0,15,2.0
11906,7,3,5,0,15,11.0
8199,7,3,5,0,19,4.0
6017,7,3,5,0,24,2.0
4091,7,3,5,0,24,3.0
5753,7,3,5,0,24,3.0
6763,7,3,5,0,24,3.0
10852,7,3,5,1,1,1.0
11577,7,3,5,1,2,3.0
2384,7,3,5,1,5,5.0
3836,7,3,5,1,5,7.0
6018,7,3,5,1,6,4.0
3638,7,3,5,1,6,6.0
9777,7,3,5,1,7,2.0
11440,7,3,5,1,7,3.0
3291,7,3,5,1,7,4.0
11326,7,3,5,1,7,10.0
5665,7,3,5,1,8,1.0
4816,7,3,5,1,8,4.0
8683,7,3,5,1,8,8.0
8587,7,3,5,1,9,4.0
707,7,3,5,1,10,2.0
7135,7,3,5,1,10,2.0
10980,7,3,5,1,10,5.0
10353,7,3,5,1,12,4.0
4149,7,3,5,1,12,5.0
10480,7,3,5,1,12,6.0
8475,7,3,5,1,12,7.0
9077,7,3,5,1,12,7.0
10251,7,3,5,1,13,0.0
3145,7,3,5,1,13,1.0
7184,7,3,5,1,13,10.0
4127,7,3,5,1,14,2.0
7056,7,3,5,1,14,2.0
11560,7,3,5,1,15,10.0
8718,7,3,5,1,16,4.0
1712,7,3,5,1,16,8.0
7152,7,3,5,1,17,3.0
3576,7,3,5,1,18,4.0
1317,7,3,5,1,19,2.0
8821,7,3,5,1,19,7.0
939,7,3,5,1,19,8.0
7941,7,3,5,1,19,8.0
6521,7,3,5,1,19,9.0
10354,7,3,5,1,20,6.0
2727,7,3,5,1,20,10.0
6586,7,3,5,1,21,2.0
5245,7,3,5,1,21,5.0
345,7,3,5,1,22,2.0
6351,7,3,5,1,23,3.0
9861,7,3,5,1,23,3.0
2895,7,3,5,1,23,6.0
2416,7,3,5,1,24,2.0
821,7,3,5,1,24,7.0
10313,7,3,6,0,7,1.0
6738,7,3,6,0,8,4.0
4304,7,3,6,0,9,2.0
3175,7,3,6,0,11,3.0
8084,7,3,6,0,13,4.0
11570,7,3,6,0,13,4.0
6679,7,3,6,0,13,8.0
11916,7,3,6,0,14,4.0
2250,7,3,6,0,16,3.0
11450,7,3,6,0,17,3.0
9085,7,3,6,0,24,1.0
6246,7,3,6,0,24,3.0
5842,7,3,6,1,10,3.0
5490,7,3,6,1,14,1.0
1800,7,3,6,1,17,6.0
6601,7,3,6,1,17,9.0
9306,7,3,6,1,18,3.0
10600,7,3,6,1,18,7.0
6056,7,3,6,1,21,10.0
1639,7,3,6,1,24,2.0
10008,7,3,6,1,24,7.0
5781,7,4,1,0,9,2.0
11398,7,4,1,0,10,5.0
6552,7,4,1,0,15,1.0
7311,7,4,2,1,1,4.0
8031,7,4,2,1,11,6.0
8073,7,4,2,1,12,5.0
4244,7,4,3,0,5,2.0
4135,7,4,3,0,7,2.0
5262,7,4,3,0,14,3.0
9618,7,4,3,1,12,9.0
8618,7,4,3,1,12,10.0
1857,7,4,3,1,13,7.0
1147,7,4,3,1,13,9.0
11374,7,4,5,0,4,7.0
4702,7,4,5,0,5,1.0
563,7,4,5,0,6,1.0
94,7,4,5,0,8,5.0
4033,7,4,5,0,9,1.0
879,7,4,5,0,9,4.0
2959,7,4,5,0,9,5.0
11919,7,4,5,0,9,5.0
1338,7,4,5,0,10,2.0
7459,7,4,5,0,10,2.0
7346,7,4,5,0,10,6.0
9825,7,4,5,0,10,9.0
5849,7,4,5,0,11,2.0
9871,7,4,5,0,12,3.0
5264,7,4,5,0,16,4.0
8767,7,4,5,0,17,1.0
2640,7,4,5,0,18,4.0
3364,7,4,5,0,18,9.0
594,7,4,5,0,23,4.0
4051,7,4,5,0,23,5.0
1535,7,4,5,0,24,3.0
7526,7,4,5,0,24,4.0
10519,7,4,5,0,24,5.0
9625,7,4,5,0,24,8.0
7358,7,4,5,1,1,2.0
7561,7,4,5,1,1,3.0
11802,7,4,5,1,5,1.0
379,7,4,5,1,5,7.0
8733,7,4,5,1,5,8.0
2373,7,4,5,1,6,4.0
6103,7,4,5,1,6,4.0
1986,7,4,5,1,8,2.0
11340,7,4,5,1,8,2.0
2423,7,4,5,1,8,3.0
11006,7,4,5,1,8,3.0
10831,7,4,5,1,8,6.0
3342,7,4,5,1,9,2.0
5117,7,4,5,1,10,1.0
7881,7,4,5,1,10,1.0
8430,7,4,5,1,10,2.0
32,7,4,5,1,10,11.0
10662,7,4,5,1,11,5.0
10142,7,4,5,1,12,8.0
6013,7,4,5,1,13,3.0
7092,7,4,5,1,14,2.0
10803,7,4,5,1,14,7.0
6004,7,4,5,1,15,1.0
8574,7,4,5,1,15,4.0
9148,7,4,5,1,15,7.0
7735,7,4,5,1,15,12.0
4674,7,4,5,1,16,1.0
5663,7,4,5,1,16,4.0
747,7,4,5,1,16,8.0
8940,7,4,5,1,17,8.0
443,7,4,5,1,19,2.0
5083,7,4,5,1,19,2.0
1853,7,4,5,1,19,3.0
7434,7,4,5,1,19,4.0
1374,7,4,5,1,20,2.0
758,7,4,5,1,20,6.0
9286,7,4,5,1,20,14.0
2910,7,4,5,1,21,2.0
2877,7,4,5,1,23,2.0
777,7,4,5,1,23,3.0
7159,7,4,5,1,24,2.0
2626,7,4,5,1,24,3.0
2388,7,4,5,1,24,5.0
11639,7,4,5,1,24,5.0
3840,7,4,5,1,24,6.0
7160,7,4,6,0,8,1.0
10999,7,4,6,0,8,4.0
6654,7,4,6,0,10,6.0
4806,7,4,6,0,12,1.0
10016,7,4,6,0,12,3.0
9056,7,4,6,0,15,1.0
7597,7,4,6,0,17,4.0
9973,7,4,6,0,18,4.0
8061,7,4,6,0,20,0.0
2240,7,4,6,0,20,2.0
3822,7,4,6,0,24,2.0
5579,7,4,6,1,6,5.0
2958,7,4,6,1,8,2.0
290,7,4,6,1,9,1.0
1199,7,4,6,1,10,1.0
8633,7,4,6,1,11,1.0
8035,7,4,6,1,11,3.0
7199,7,4,6,1,12,6.0
6483,7,4,6,1,12,9.0
11020,7,4,6,1,16,2.0
9869,7,4,6,1,16,5.0
10344,7,4,6,1,19,7.0
10028,7,4,6,1,22,4.0
2558,7,4,6,1,23,5.0
11311,7,4,6,1,24,5.0
10504,7,4,6,1,24,6.0
5161,7,5,-2,1,12,2.0
7894,7,5,1,0,12,2.0
11835,7,5,1,0,14,3.0
3637,7,5,1,0,22,2.0
8288,7,5,1,1,5,4.0
9339,7,5,1,1,7,2.0
6318,7,5,1,1,7,4.0
6462,7,5,2,0,11,2.0
2358,7,5,2,0,12,7.0
8572,7,5,2,0,17,6.0
10986,7,5,2,1,6,4.0
10539,7,5,2,1,7,5.0
10972,7,5,2,1,7,11.0
11666,7,5,2,1,12,3.0
4327,7,5,2,1,13,8.0
4113,7,5,2,1,18,4.0
3659,7,5,2,1,19,9.0
8668,7,5,2,1,23,7.0
10082,7,5,3,0,13,2.0
2000,7,5,3,0,24,14.0
916,7,5,3,1,7,2.0
7559,7,5,3,1,24,12.0
11972,7,5,4,0,10,4.0
7869,7,5,4,0,23,8.0
9706,7,5,4,0,24,3.0
3040,7,5,4,1,5,3.0
4824,7,5,5,0,2,1.0
8276,7,5,5,0,6,1.0
2159,7,5,5,0,6,2.0
8459,7,5,5,0,6,2.0
11524,7,5,5,0,6,2.0
5247,7,5,5,0,6,3.0
2124,7,5,5,0,8,4.0
7674,7,5,5,0,10,1.0
608,7,5,5,0,10,2.0
10552,7,5,5,0,10,2.0
11443,7,5,5,0,10,2.0
6861,7,5,5,0,11,1.0
8912,7,5,5,0,11,2.0
11360,7,5,5,0,11,2.0
1081,7,5,5,0,11,5.0
972,7,5,5,0,12,3.0
7830,7,5,5,0,13,5.0
11614,7,5,5,0,15,0.0
4781,7,5,5,0,15,5.0
9351,7,5,5,0,16,2.0
3358,7,5,5,0,16,4.0
4219,7,5,5,0,16,8.0
6276,7,5,5,0,17,4.0
10196,7,5,5,0,17,6.0
9364,7,5,5,0,18,4.0
3405,7,5,5,0,19,3.0
4,7,5,5,0,20,1.0
1176,7,5,5,0,20,5.0
9911,7,5,5,0,21,4.0
7790,7,5,5,0,22,2.0
4622,7,5,5,0,24,4.0
6867,7,5,5,0,24,4.0
3085,7,5,5,0,24,5.0
11610,7,5,5,0,24,5.0
5835,7,5,5,0,24,7.0
11472,7,5,5,1,3,8.0
3854,7,5,5,1,5,5.0
11110,7,5,5,1,5,6.0
11575,7,5,5,1,5,8.0
2075,7,5,5,1,6,4.0
5785,7,5,5,1,6,5.0
7446,7,5,5,1,7,2.0
7276,7,5,5,1,8,2.0
741,7,5,5,1,9,4.0
2758,7,5,5,1,9,4.0
7707,7,5,5,1,9,5.0
9859,7,5,5,1,9,7.0
7171,7,5,5,1,10,4.0
8816,7,5,5,1,10,6.0
34,7,5,5,1,10,8.0
9641,7,5,5,1,11,3.0
979,7,5,5,1,12,4.0
6425,7,5,5,1,12,6.0
10862,7,5,5,1,12,7.0
11122,7,5,5,1,12,7.0
7013,7,5,5,1,12,9.0
1569,7,5,5,1,13,3.0
6443,7,5,5,1,13,4.0
10731,7,5,5,1,13,4.0
1065,7,5,5,1,14,4.0
11531,7,5,5,1,14,5.0
48,7,5,5,1,16,5.0
10555,7,5,5,1,16,5.0
4150,7,5,5,1,16,8.0
1714,7,5,5,1,17,5.0
1862,7,5,5,1,17,8.0
4351,7,5,5,1,18,2.0
6287,7,5,5,1,18,2.0
2648,7,5,5,1,18,6.0
4591,7,5,5,1,19,3.0
9333,7,5,5,1,19,9.0
3240,7,5,5,1,20,4.0
9218,7,5,5,1,21,3.0
7994,7,5,5,1,21,8.0
5538,7,5,5,1,22,6.0
11301,7,5,5,1,22,10.0
9391,7,5,5,1,24,3.0
11493,7,5,5,1,24,4.0
6986,7,5,5,1,24,10.0
6358,7,5,6,0,9,4.0
11937,7,5,6,0,10,1.0
4248,7,5,6,0,12,9.0
9382,7,5,6,0,13,2.0
5509,7,5,6,0,14,4.0
9070,7,5,6,0,14,5.0
6298,7,5,6,0,16,3.0
4161,7,5,6,0,20,6.0
8086,7,5,6,0,21,6.0
9672,7,5,6,0,23,4.0
3376,7,5,6,0,24,8.0
10973,7,5,6,1,5,9.0
2848,7,5,6,1,7,6.0
9962,7,5,6,1,12,6.0
5519,7,5,6,1,13,7.0
8178,7,5,6,1,20,9.0
4258,7,5,6,1,24,7.0
9103,7,5,8,0,19,2.0
4921,7,5,8,1,8,5.0
2630,7,6,-2,0,23,3.0
11389,7,6,1,0,12,2.0
1397,7,6,1,0,15,1.0
5895,7,6,1,0,23,8.0
10613,7,6,1,1,10,2.0
2563,7,6,1,1,10,5.0
9608,7,6,1,1,22,1.0
467,7,6,1,1,23,9.0
11738,7,6,1,1,24,9.0
9403,7,6,2,0,8,3.0
746,7,6,2,0,10,10.0
11370,7,6,2,0,10,10.0
4778,7,6,2,0,11,9.0
2597,7,6,2,0,19,4.0
10774,7,6,2,1,9,7.0
8194,7,6,3,0,2,10.0
6147,7,6,3,0,13,9.0
8529,7,6,3,1,5,6.0
1663,7,6,3,1,24,7.0
6118,7,6,4,0,15,3.0
5943,7,6,5,0,6,2.0
2275,7,6,5,0,8,2.0
1412,7,6,5,0,9,2.0
3681,7,6,5,0,11,7.0
6149,7,6,5,0,11,11.0
1461,7,6,5,0,12,2.0
5458,7,6,5,0,12,2.0
7183,7,6,5,0,12,2.0
6049,7,6,5,0,12,6.0
1140,7,6,5,0,13,7.0
2522,7,6,5,0,13,8.0
424,7,6,5,0,13,9.0
7950,7,6,5,0,14,9.0
4335,7,6,5,0,16,11.0
8743,7,6,5,0,17,5.0
7943,7,6,5,0,17,13.0
10800,7,6,5,0,18,5.0
5318,7,6,5,0,18,9.0
8924,7,6,5,0,19,8.0
8910,7,6,5,0,20,3.0
4967,7,6,5,0,20,4.0
4734,7,6,5,0,21,3.0
10884,7,6,5,0,21,5.0
2497,7,6,5,0,22,3.0
1074,7,6,5,0,23,8.0
2858,7,6,5,0,24,3.0
10042,7,6,5,0,24,5.0
4766,7,6,5,0,24,8.0
6528,7,6,5,1,5,6.0
8080,7,6,5,1,6,5.0
9848,7,6,5,1,7,5.0
3183,7,6,5,1,8,1.0
1286,7,6,5,1,9,3.0
9690,7,6,5,1,10,3.0
1205,7,6,5,1,10,4.0
1525,7,6,5,1,11,6.0
1586,7,6,5,1,12,5.0
10412,7,6,5,1,13,6.0
10044,7,6,5,1,13,7.0
6532,7,6,5,1,14,6.0
2598,7,6,5,1,16,4.0
3477,7,6,5,1,16,8.0
9917,7,6,5,1,18,7.0
10440,7,6,5,1,20,5.0
9815,7,6,5,1,23,3.0
10629,7,6,5,1,24,6.0
9591,7,6,5,1,24,8.0
323,7,6,5,1,24,10.0
402,7,6,6,0,7,3.0
6367,7,6,6,0,7,5.0
311,7,6,6,0,8,5.0
2148,7,6,6,0,10,7.0
7967,7,6,6,0,12,3.0
2401,7,6,6,0,13,7.0
4098,7,6,6,0,15,2.0
6908,7,6,6,0,18,2.0
9590,7,6,6,1,8,1.0
6777,7,6,6,1,8,4.0
2081,7,6,6,1,10,6.0
11278,7,6,6,1,12,3.0
8918,7,6,6,1,19,5.0
4186,7,6,7,1,8,3.0
10581,7,6,7,1,12,3.0
10208,7,6,8,0,18,2.0
10781,7,7,-2,0,7,2.0
1219,7,7,-2,0,11,4.0
5086,7,7,-2,0,13,2.0
9234,7,7,1,0,6,0.0
7570,7,7,1,0,10,3.0
1991,7,7,1,0,15,3.0
582,7,7,1,0,24,5.0
1417,7,7,2,0,11,7.0
2817,7,7,2,1,8,5.0
8622,7,7,3,0,10,3.0
10403,7,7,5,0,1,4.0
2611,7,7,5,0,5,1.0
3493,7,7,5,0,8,2.0
2992,7,7,5,0,9,3.0
6230,7,7,5,0,10,2.0
4715,7,7,5,0,10,5.0
8775,7,7,5,0,10,9.0
7500,7,7,5,0,11,3.0
10860,7,7,5,0,12,2.0
6473,7,7,5,0,13,5.0
11504,7,7,5,0,14,2.0
8437,7,7,5,0,15,6.0
2327,7,7,5,0,16,2.0
171,7,7,5,0,16,5.0
6051,7,7,5,0,16,6.0
513,7,7,5,0,16,7.0
10164,7,7,5,0,16,10.0
3738,7,7,5,0,18,4.0
9762,7,7,5,0,18,11.0
9632,7,7,5,0,19,1.0
11102,7,7,5,0,19,8.0
6268,7,7,5,0,20,2.0
3910,7,7,5,0,20,8.0
11120,7,7,5,0,20,11.0
11800,7,7,5,0,21,3.0
8259,7,7,5,0,21,8.0
4487,7,7,5,0,24,3.0
11694,7,7,5,0,24,7.0
4375,7,7,5,1,7,6.0
12060,7,7,5,1,8,7.0
7370,7,7,5,1,9,6.0
2444,7,7,5,1,10,3.0
2216,7,7,5,1,11,3.0
8236,7,7,5,1,12,3.0
1803,7,7,5,1,12,7.0
7850,7,7,5,1,14,7.0
4986,7,7,5,1,15,10.0
4137,7,7,5,1,19,6.0
11626,7,7,5,1,23,4.0
11514,7,7,6,0,8,6.0
3758,7,7,6,0,10,3.0
4347,7,7,6,0,11,5.0
1824,7,7,6,0,16,1.0
2701,7,7,6,0,20,2.0
7271,7,7,6,1,15,7.0
10837,7,7,7,1,9,3.0
5947,7,8,-2,0,13,1.0
11506,7,8,-2,0,19,1.0
4652,7,8,1,0,6,4.0
8800,7,8,1,1,10,2.0
3964,7,8,1,1,16,4.0
3813,7,8,2,0,11,4.0
690,7,8,3,0,9,1.0
5091,7,8,4,0,12,6.0
8156,7,8,5,0,1,6.0
6651,7,8,5,0,8,8.0
6928,7,8,5,0,8,11.0
2276,7,8,5,0,9,2.0
1229,7,8,5,0,10,1.0
4749,7,8,5,0,11,4.0
8432,7,8,5,0,11,4.0
3614,7,8,5,0,11,5.0
8092,7,8,5,0,11,5.0
3865,7,8,5,0,12,5.0
3828,7,8,5,0,13,3.0
1119,7,8,5,0,13,6.0
1262,7,8,5,0,15,6.0
3762,7,8,5,0,17,5.0
1107,7,8,5,0,19,7.0
10085,7,8,5,0,20,3.0
2646,7,8,5,0,23,7.0
3552,7,8,5,0,24,5.0
5991,7,8,5,0,24,5.0
4020,7,8,5,0,24,9.0
7345,7,8,5,1,10,10.0
5446,7,8,5,1,15,6.0
605,7,8,6,0,15,7.0
11354,7,8,6,0,16,1.0
987,7,8,6,0,16,4.0
9350,7,8,6,0,18,5.0
751,7,8,6,0,20,2.0
10749,7,8,6,0,24,8.0
4290,7,8,6,1,16,10.0
3413,7,8,6,1,22,2.0
11959,7,8,6,1,24,4.0
8465,7,8,7,0,15,5.0
2898,8,1,1,0,12,10.0
361,8,1,2,0,5,1.0
7568,8,1,2,0,9,0.0
11734,8,1,2,0,9,4.0
4758,8,1,2,0,11,2.0
9565,8,1,2,1,14,5.0
8722,8,1,2,1,23,7.0
8803,8,1,3,0,5,1.0
10262,8,1,3,0,19,5.0
3204,8,1,3,0,24,4.0
1465,8,1,3,1,7,6.0
3285,8,1,3,1,10,3.0
9184,8,1,3,1,11,2.0
1756,8,1,3,1,12,3.0
10409,8,1,3,1,13,5.0
10639,8,1,4,0,13,3.0
9429,8,1,4,0,23,2.0
5078,8,1,4,1,15,1.0
1028,8,1,4,1,19,2.0
8777,8,1,5,0,5,1.0
7286,8,1,5,0,5,2.0
6267,8,1,5,0,6,2.0
1441,8,1,5,0,6,3.0
9645,8,1,5,0,7,0.0
4748,8,1,5,0,7,1.0
8330,8,1,5,0,7,1.0
1201,8,1,5,0,7,9.0
1854,8,1,5,0,8,1.0
7859,8,1,5,0,8,2.0
11559,8,1,5,0,8,3.0
4858,8,1,5,0,8,6.0
3558,8,1,5,0,9,1.0
4341,8,1,5,0,9,2.0
9560,8,1,5,0,9,2.0
7273,8,1,5,0,9,3.0
7187,8,1,5,0,10,1.0
5910,8,1,5,0,11,0.0
11952,8,1,5,0,12,2.0
769,8,1,5,0,12,5.0
4882,8,1,5,0,13,0.0
8345,8,1,5,0,13,1.0
11745,8,1,5,0,14,4.0
9857,8,1,5,0,14,10.0
7736,8,1,5,0,16,3.0
1716,8,1,5,0,17,4.0
4553,8,1,5,0,17,5.0
10286,8,1,5,0,17,5.0
11715,8,1,5,0,22,10.0
10661,8,1,5,0,23,1.0
4227,8,1,5,0,23,5.0
1161,8,1,5,0,24,3.0
5412,8,1,5,1,4,1.0
5363,8,1,5,1,4,4.0
1810,8,1,5,1,6,5.0
3468,8,1,5,1,6,8.0
6059,8,1,5,1,7,2.0
5757,8,1,5,1,7,3.0
1365,8,1,5,1,7,10.0
11557,8,1,5,1,8,3.0
6477,8,1,5,1,8,5.0
985,8,1,5,1,9,2.0
1903,8,1,5,1,9,2.0
9751,8,1,5,1,9,2.0
6044,8,1,5,1,9,5.0
7616,8,1,5,1,10,2.0
11437,8,1,5,1,10,2.0
3944,8,1,5,1,10,5.0
7886,8,1,5,1,11,5.0
1788,8,1,5,1,12,4.0
10770,8,1,5,1,12,4.0
2163,8,1,5,1,13,3.0
4115,8,1,5,1,13,4.0
1588,8,1,5,1,14,4.0
6160,8,1,5,1,14,8.0
5636,8,1,5,1,15,1.0
2260,8,1,5,1,15,4.0
1415,8,1,5,1,16,1.0
4286,8,1,5,1,16,2.0
6258,8,1,5,1,20,2.0
10411,8,1,5,1,20,4.0
5128,8,1,5,1,23,2.0
6421,8,1,5,1,23,3.0
12046,8,1,5,1,24,4.0
654,8,1,6,0,5,2.0
2852,8,1,6,0,5,3.0
7956,8,1,6,0,10,4.0
12069,8,1,6,0,11,1.0
10382,8,1,6,0,11,3.0
8839,8,1,6,0,12,1.0
7635,8,1,6,0,12,5.0
2740,8,1,6,0,13,3.0
11619,8,1,6,0,14,1.0
5844,8,1,6,0,15,1.0
6392,8,1,6,0,15,4.0
645,8,1,6,0,16,4.0
9593,8,1,6,0,18,2.0
11870,8,1,6,0,18,2.0
2254,8,1,6,0,19,3.0
3055,8,1,6,0,22,1.0
470,8,1,6,0,24,1.0
761,8,1,6,1,6,0.0
533,8,1,6,1,8,3.0
11162,8,1,6,1,11,2.0
10595,8,1,6,1,11,3.0
1418,8,1,6,1,12,2.0
5520,8,1,6,1,13,12.0
6761,8,1,6,1,14,4.0
6054,8,1,6,1,16,2.0
2160,8,1,6,1,20,1.0
3662,8,1,6,1,22,2.0
9000,8,1,6,1,24,3.0
3442,8,1,7,0,5,1.0
4060,8,1,8,0,19,2.0
9656,8,2,1,1,9,5.0
7128,8,2,2,0,6,4.0
334,8,2,2,0,13,9.0
2616,8,2,2,0,23,2.0
1376,8,2,2,0,24,2.0
6301,8,2,2,1,8,2.0
543,8,2,2,1,11,4.0
9532,8,2,2,1,11,4.0
1564,8,2,2,1,11,5.0
5379,8,2,2,1,17,4.0
7838,8,2,2,1,18,4.0
6361,8,2,3,0,24,9.0
7694,8,2,3,1,14,8.0
3088,8,2,5,0,5,5.0
5112,8,2,5,0,7,2.0
5151,8,2,5,0,7,2.0
632,8,2,5,0,7,6.0
1963,8,2,5,0,9,2.0
11203,8,2,5,0,10,4.0
3129,8,2,5,0,11,1.0
11691,8,2,5,0,14,1.0
5650,8,2,5,0,14,3.0
8101,8,2,5,0,14,5.0
7856,8,2,5,0,17,0.0
5206,8,2,5,0,17,3.0
250,8,2,5,0,17,5.0
297,8,2,5,0,18,5.0
1223,8,2,5,0,19,1.0
8589,8,2,5,0,19,4.0
11979,8,2,5,0,19,5.0
8644,8,2,5,0,21,2.0
6757,8,2,5,0,22,2.0
10072,8,2,5,0,22,3.0
10189,8,2,5,0,22,7.0
10132,8,2,5,0,23,3.0
3036,8,2,5,0,24,1.0
7712,8,2,5,0,24,2.0
10673,8,2,5,0,24,2.0
11995,8,2,5,0,24,2.0
7245,8,2,5,0,24,3.0
8145,8,2,5,0,24,5.0
6788,8,2,5,1,5,1.0
9872,8,2,5,1,6,2.0
5707,8,2,5,1,6,6.0
1666,8,2,5,1,7,1.0
10494,8,2,5,1,8,8.0
7124,8,2,5,1,9,3.0
8436,8,2,5,1,10,1.0
9287,8,2,5,1,10,3.0
8982,8,2,5,1,10,6.0
4691,8,2,5,1,11,1.0
2884,8,2,5,1,11,2.0
5269,8,2,5,1,11,4.0
7153,8,2,5,1,11,5.0
616,8,2,5,1,12,4.0
2619,8,2,5,1,12,4.0
7924,8,2,5,1,12,4.0
2299,8,2,5,1,12,5.0
1806,8,2,5,1,12,7.0
2761,8,2,5,1,12,10.0
3063,8,2,5,1,13,6.0
1111,8,2,5,1,14,10.0
5240,8,2,5,1,17,4.0
866,8,2,5,1,18,3.0
11053,8,2,5,1,19,2.0
11152,8,2,5,1,20,4.0
3042,8,2,5,1,22,4.0
3490,8,2,5,1,23,5.0
1359,8,2,5,1,24,2.0
1322,8,2,5,1,24,3.0
