,TOTSQFT_C,YEARMADERANGE,ROOFTYPE,TREESHAD,MONEYPY,KWH_C
8896,4,4,3,1,24,7.0
423,4,4,5,0,7,1.0
8514,4,4,5,0,7,5.0
1946,4,4,5,0,8,1.0
11306,4,4,5,0,8,3.0
9764,4,4,5,0,9,1.0
9480,4,4,5,0,9,2.0
8320,4,4,5,0,10,5.0
2919,4,4,5,0,10,8.0
4873,4,4,5,0,12,1.0
1430,4,4,5,0,15,5.0
544,4,4,5,0,22,4.0
8659,4,4,5,1,5,2.0
5511,4,4,5,1,7,4.0
1137,4,4,5,1,7,6.0
11344,4,4,5,1,8,2.0
1177,4,4,5,1,8,6.0
2668,4,4,5,1,9,3.0
7025,4,4,5,1,9,3.0
4179,4,4,5,1,10,3.0
4518,4,4,5,1,10,10.0
10913,4,4,5,1,11,2.0
4968,4,4,5,1,11,3.0
8794,4,4,5,1,11,3.0
4481,4,4,5,1,11,6.0
5279,4,4,5,1,11,6.0
6888,4,4,5,1,13,5.0
8576,4,4,5,1,16,9.0
5942,4,4,5,1,17,4.0
4638,4,4,5,1,17,5.0
7566,4,4,5,1,17,5.0
1241,4,4,5,1,20,8.0
5861,4,4,5,1,23,4.0
6610,4,4,6,0,5,6.0
1068,4,4,6,0,6,1.0
3952,4,4,6,0,7,1.0
4101,4,4,6,0,7,1.0
3632,4,4,6,0,9,3.0
8021,4,4,6,0,24,3.0
7421,4,4,6,1,8,3.0
5622,4,4,6,1,8,4.0
9457,4,4,6,1,10,4.0
878,4,4,6,1,12,2.0
1610,4,4,6,1,12,2.0
2020,4,4,6,1,16,2.0
1707,4,4,8,0,13,2.0
9837,4,5,-2,0,7,1.0
10734,4,5,-2,0,8,0.0
2612,4,5,-2,0,8,2.0
1008,4,5,-2,0,9,4.0
2199,4,5,-2,0,11,3.0
9264,4,5,-2,0,17,2.0
11607,4,5,-2,0,18,1.0
3608,4,5,-2,0,24,1.0
11477,4,5,-2,0,24,1.0
2614,4,5,-2,0,24,2.0
5470,4,5,-2,0,24,4.0
1041,4,5,-2,1,7,0.0
5141,4,5,-2,1,21,1.0
4229,4,5,-2,1,22,1.0
10533,4,5,1,0,16,1.0
11041,4,5,2,0,10,1.0
2914,4,5,2,0,21,1.0
5451,4,5,2,0,23,6.0
2922,4,5,2,1,5,1.0
11159,4,5,2,1,12,10.0
4232,4,5,2,1,13,3.0
1538,4,5,2,1,15,7.0
7310,4,5,3,0,2,9.0
11872,4,5,3,0,4,4.0
9792,4,5,3,0,4,6.0
11414,4,5,3,0,5,5.0
2024,4,5,3,0,6,8.0
5935,4,5,3,0,8,4.0
3035,4,5,3,0,9,4.0
1619,4,5,3,0,10,2.0
2643,4,5,3,0,10,7.0
10740,4,5,3,0,10,7.0
2545,4,5,3,0,11,5.0
3626,4,5,3,0,12,6.0
3437,4,5,3,1,4,2.0
2164,4,5,3,1,4,5.0
3132,4,5,3,1,6,2.0
7008,4,5,3,1,6,4.0
4325,4,5,3,1,7,3.0
9773,4,5,3,1,10,3.0
3187,4,5,3,1,10,4.0
7899,4,5,3,1,11,4.0
47,4,5,3,1,12,8.0
9922,4,5,3,1,15,5.0
3949,4,5,3,1,16,6.0
8458,4,5,5,0,7,1.0
3414,4,5,5,0,7,4.0
9828,4,5,5,0,7,6.0
8588,4,5,5,0,7,9.0
7061,4,5,5,0,8,0.0
5578,4,5,5,0,8,2.0
685,4,5,5,0,8,4.0
5804,4,5,5,0,10,2.0
11188,4,5,5,0,10,4.0
1421,4,5,5,0,10,6.0
5374,4,5,5,0,10,7.0
11671,4,5,5,0,12,6.0
11013,4,5,5,0,12,7.0
5401,4,5,5,0,14,5.0
5123,4,5,5,0,15,3.0
8104,4,5,5,0,19,6.0
10866,4,5,5,1,1,1.0
11777,4,5,5,1,5,3.0
7300,4,5,5,1,6,7.0
1033,4,5,5,1,7,2.0
2248,4,5,5,1,8,1.0
5924,4,5,5,1,8,1.0
11716,4,5,5,1,8,4.0
7906,4,5,5,1,9,0.0
2074,4,5,5,1,9,3.0
11747,4,5,5,1,9,5.0
9245,4,5,5,1,10,1.0
3913,4,5,5,1,12,1.0
1099,4,5,5,1,12,3.0
2556,4,5,5,1,13,1.0
5987,4,5,5,1,14,7.0
9730,4,5,5,1,18,2.0
1328,4,5,5,1,23,10.0
8457,4,5,6,0,6,2.0
450,4,5,6,0,24,1.0
9539,4,5,6,1,6,4.0
11434,4,5,6,1,6,6.0
6459,4,5,6,1,6,7.0
3322,4,5,6,1,7,7.0
2046,4,5,6,1,8,2.0
7121,4,5,6,1,10,3.0
2684,4,5,6,1,12,7.0
9671,4,5,6,1,18,3.0
4811,4,5,8,0,7,4.0
2439,4,6,-2,0,9,5.0
7402,4,6,-2,0,12,2.0
9431,4,6,-2,0,14,5.0
5796,4,6,-2,1,12,4.0
8496,4,6,-2,1,13,1.0
8555,4,6,-2,1,18,1.0
6112,4,6,-2,1,20,2.0
11484,4,6,-2,1,21,1.0
7433,4,6,2,0,4,7.0
11743,4,6,2,0,6,2.0
5252,4,6,2,0,9,4.0
4636,4,6,2,0,12,3.0
11390,4,6,2,1,6,8.0
8605,4,6,2,1,10,4.0
9533,4,6,2,1,11,2.0
7668,4,6,2,1,11,5.0
5773,4,6,3,0,8,3.0
4403,4,6,3,0,8,8.0
660,4,6,3,0,9,3.0
9520,4,6,3,0,10,10.0
8647,4,6,3,0,12,3.0
548,4,6,3,0,13,8.0
11459,4,6,3,0,14,8.0
9477,4,6,3,0,23,3.0
11498,4,6,3,0,24,9.0
9482,4,6,3,1,4,6.0
5575,4,6,3,1,6,6.0
6831,4,6,3,1,10,1.0
6205,4,6,3,1,10,6.0
11527,4,6,3,1,12,6.0
4322,4,6,3,1,12,8.0
2200,4,6,3,1,13,5.0
10071,4,6,3,1,14,6.0
6871,4,6,3,1,15,6.0
11204,4,6,3,1,20,9.0
9415,4,6,5,0,1,6.0
2743,4,6,5,0,5,2.0
4185,4,6,5,0,5,3.0
6143,4,6,5,0,5,4.0
7030,4,6,5,0,6,4.0
2296,4,6,5,0,7,8.0
4614,4,6,5,0,8,3.0
1183,4,6,5,0,8,4.0
11232,4,6,5,0,10,4.0
314,4,6,5,0,10,5.0
11112,4,6,5,0,10,6.0
10021,4,6,5,0,11,8.0
7791,4,6,5,0,12,8.0
1145,4,6,5,0,13,2.0
11272,4,6,5,0,13,3.0
9268,4,6,5,0,13,5.0
3974,4,6,5,0,14,3.0
1274,4,6,5,0,14,6.0
9659,4,6,5,0,17,2.0
3378,4,6,5,0,17,6.0
4336,4,6,5,0,21,3.0
2478,4,6,5,1,7,4.0
9440,4,6,5,1,7,4.0
289,4,6,5,1,7,5.0
3699,4,6,5,1,7,9.0
4659,4,6,5,1,8,6.0
9202,4,6,5,1,9,1.0
10223,4,6,5,1,9,4.0
976,4,6,5,1,9,5.0
2111,4,6,5,1,9,5.0
3306,4,6,5,1,9,8.0
11082,4,6,5,1,13,8.0
1163,4,6,5,1,14,1.0
328,4,6,5,1,16,3.0
434,4,6,5,1,19,10.0
8887,4,6,5,1,23,4.0
5731,4,6,6,0,9,6.0
3346,4,6,6,0,13,7.0
4144,4,6,6,1,6,4.0
9679,4,6,6,1,9,4.0
7120,4,6,6,1,10,3.0
1522,4,6,6,1,11,2.0
7969,4,6,6,1,11,4.0
11542,4,6,6,1,12,7.0
795,4,6,6,1,15,4.0
2985,4,6,6,1,15,5.0
10158,4,6,6,1,15,5.0
3077,4,7,-2,0,16,2.0
6558,4,7,-2,1,16,3.0
10791,4,7,1,0,8,3.0
11868,4,7,2,0,9,7.0
5853,4,7,3,0,6,6.0
6952,4,7,3,1,1,1.0
10536,4,7,3,1,8,4.0
1937,4,7,3,1,9,4.0
8341,4,7,5,0,3,2.0
4230,4,7,5,0,5,2.0
5116,4,7,5,0,8,4.0
740,4,7,5,0,8,7.0
6192,4,7,5,0,9,1.0
7567,4,7,5,0,10,4.0
12025,4,7,5,0,13,3.0
10304,4,7,5,0,14,4.0
9293,4,7,5,0,20,7.0
2811,4,7,5,1,3,3.0
9485,4,7,5,1,9,5.0
2205,4,7,5,1,13,7.0
5657,4,7,5,1,15,3.0
3713,4,7,5,1,24,2.0
5305,4,7,6,0,4,2.0
6810,4,7,6,0,8,3.0
6094,4,7,6,0,10,2.0
120,4,7,6,1,6,6.0
3094,4,7,6,1,10,4.0
9466,4,8,-2,0,11,4.0
10127,4,8,-2,0,23,4.0
11606,4,8,-2,0,24,3.0
4479,4,8,3,0,4,5.0
10319,4,8,5,0,1,10.0
11984,4,8,5,0,6,4.0
9761,4,8,5,0,7,0.0
1576,4,8,5,0,7,4.0
9461,4,8,5,0,7,5.0
6011,4,8,5,0,9,5.0
5158,4,8,5,0,13,6.0
1224,4,8,5,0,17,0.0
7094,4,8,5,0,18,6.0
1360,4,8,5,0,24,1.0
2524,4,8,5,1,3,5.0
1847,4,8,5,1,9,4.0
11867,4,8,5,1,9,4.0
9405,4,8,5,1,10,3.0
5054,4,8,6,0,8,0.0
373,4,8,6,1,4,2.0
1839,4,8,6,1,9,9.0
7513,4,8,6,1,12,3.0
4357,4,8,6,1,17,2.0
8812,4,8,6,1,21,4.0
9278,5,1,-2,0,16,3.0
7484,5,1,-2,0,23,2.0
4684,5,1,-2,1,8,1.0
7321,5,1,-2,1,24,1.0
449,5,1,1,1,18,8.0
3339,5,1,1,1,24,4.0
9665,5,1,2,0,6,1.0
6538,5,1,2,0,8,1.0
9778,5,1,2,0,8,1.0
10697,5,1,2,0,8,2.0
6715,5,1,2,1,6,3.0
5304,5,1,2,1,8,2.0
5819,5,1,2,1,9,1.0
9937,5,1,3,0,4,3.0
10621,5,1,3,0,5,2.0
3540,5,1,3,0,7,6.0
1660,5,1,3,1,19,3.0
577,5,1,3,1,23,5.0
9992,5,1,5,0,1,2.0
6605,5,1,5,0,1,3.0
1816,5,1,5,0,2,11.0
11827,5,1,5,0,3,3.0
9409,5,1,5,0,5,2.0
3943,5,1,5,0,5,11.0
199,5,1,5,0,7,0.0
4500,5,1,5,0,7,1.0
12056,5,1,5,0,7,3.0
922,5,1,5,0,8,0.0
4011,5,1,5,0,8,1.0
7529,5,1,5,0,8,3.0
10128,5,1,5,0,9,2.0
2979,5,1,5,0,9,4.0
2804,5,1,5,0,10,1.0
11426,5,1,5,0,10,2.0
3829,5,1,5,0,12,1.0
7496,5,1,5,0,12,3.0
6357,5,1,5,0,12,4.0
8368,5,1,5,0,12,4.0
6248,5,1,5,0,14,4.0
4405,5,1,5,0,15,1.0
4309,5,1,5,0,16,4.0
1216,5,1,5,0,17,3.0
472,5,1,5,0,18,3.0
507,5,1,5,0,23,1.0
8294,5,1,5,0,24,2.0
10224,5,1,5,0,24,2.0
11749,5,1,5,0,24,2.0
4859,5,1,5,0,24,6.0
8215,5,1,5,1,1,0.0
5833,5,1,5,1,1,3.0
1464,5,1,5,1,2,5.0
9075,5,1,5,1,3,1.0
2962,5,1,5,1,5,3.0
2723,5,1,5,1,5,8.0
1146,5,1,5,1,7,1.0
8570,5,1,5,1,7,4.0
7196,5,1,5,1,8,1.0
11449,5,1,5,1,8,2.0
4991,5,1,5,1,8,4.0
7638,5,1,5,1,9,2.0
6953,5,1,5,1,9,3.0
8670,5,1,5,1,9,3.0
6691,5,1,5,1,9,4.0
5420,5,1,5,1,10,0.0
10554,5,1,5,1,10,2.0
3398,5,1,5,1,11,1.0
3801,5,1,5,1,11,3.0
5328,5,1,5,1,11,6.0
9760,5,1,5,1,12,2.0
4141,5,1,5,1,12,3.0
10515,5,1,5,1,13,8.0
990,5,1,5,1,15,2.0
10610,5,1,5,1,15,3.0
11044,5,1,5,1,15,3.0
6745,5,1,5,1,16,5.0
11770,5,1,5,1,20,5.0
11935,5,1,5,1,22,0.0
8792,5,1,5,1,23,1.0
5110,5,1,5,1,23,2.0
11497,5,1,5,1,23,3.0
11296,5,1,5,1,24,1.0
908,5,1,6,0,9,3.0
3780,5,1,6,0,10,11.0
8420,5,1,6,0,13,1.0
1769,5,1,6,0,24,0.0
6226,5,1,6,1,5,3.0
10052,5,1,6,1,6,1.0
2577,5,1,6,1,6,2.0
7648,5,1,6,1,7,1.0
11744,5,1,6,1,7,1.0
1357,5,1,6,1,7,2.0
562,5,1,6,1,7,5.0
11811,5,1,6,1,8,3.0
826,5,1,6,1,9,1.0
8758,5,1,6,1,11,3.0
10773,5,1,6,1,11,6.0
11837,5,1,6,1,13,5.0
8234,5,1,6,1,14,3.0
1314,5,1,6,1,16,2.0
11549,5,1,6,1,16,8.0
3649,5,1,6,1,19,10.0
5873,5,1,8,0,5,0.0
6382,5,1,8,1,4,1.0
9746,5,1,8,1,21,2.0
8566,5,2,1,0,24,1.0
4363,5,2,1,1,12,3.0
8464,5,2,2,0,9,3.0
3862,5,2,2,0,23,3.0
10385,5,2,2,0,24,5.0
10898,5,2,2,1,5,4.0
4451,5,2,2,1,8,1.0
2360,5,2,2,1,8,3.0
8617,5,2,2,1,9,4.0
3199,5,2,3,0,6,2.0
8143,5,2,3,1,10,6.0
5332,5,2,3,1,15,1.0
7394,5,2,4,0,7,0.0
971,5,2,5,0,4,2.0
10198,5,2,5,0,5,0.0
3867,5,2,5,0,5,3.0
4331,5,2,5,0,6,2.0
7773,5,2,5,0,6,5.0
426,5,2,5,0,7,3.0
11947,5,2,5,0,7,3.0
2675,5,2,5,0,8,1.0
7007,5,2,5,0,8,2.0
7458,5,2,5,0,8,2.0
9069,5,2,5,0,8,8.0
9588,5,2,5,0,9,1.0
5601,5,2,5,0,9,3.0
8344,5,2,5,0,10,8.0
10680,5,2,5,0,12,1.0
11023,5,2,5,0,12,5.0
793,5,2,5,0,14,3.0
883,5,2,5,0,14,4.0
6887,5,2,5,0,14,5.0
6979,5,2,5,0,15,5.0
10876,5,2,5,0,16,1.0
3315,5,2,5,0,17,2.0
10111,5,2,5,0,17,4.0
7445,5,2,5,0,20,4.0
11787,5,2,5,0,23,7.0
7528,5,2,5,0,24,2.0
11888,5,2,5,0,24,4.0
11613,5,2,5,1,3,2.0
1550,5,2,5,1,4,1.0
6115,5,2,5,1,4,3.0
11059,5,2,5,1,5,0.0
4671,5,2,5,1,5,5.0
2433,5,2,5,1,6,3.0
4958,5,2,5,1,7,2.0
11883,5,2,5,1,7,2.0
9197,5,2,5,1,8,2.0
8869,5,2,5,1,9,4.0
10799,5,2,5,1,9,10.0
4090,5,2,5,1,9,11.0
8217,5,2,5,1,10,2.0
5066,5,2,5,1,11,3.0
8128,5,2,5,1,12,1.0
6900,5,2,5,1,12,2.0
2337,5,2,5,1,12,6.0
9624,5,2,5,1,13,3.0
1083,5,2,5,1,14,4.0
9995,5,2,5,1,15,2.0
5324,5,2,5,1,15,5.0
10802,5,2,5,1,16,1.0
4532,5,2,5,1,16,7.0
9193,5,2,5,1,20,4.0
2290,5,2,5,1,21,5.0
4621,5,2,5,1,21,5.0
8343,5,2,5,1,24,3.0
4154,5,2,5,1,24,4.0
3510,5,2,6,0,4,1.0
2700,5,2,6,0,7,3.0
1820,5,2,6,0,9,4.0
2854,5,2,6,0,10,2.0
11954,5,2,6,0,10,6.0
2440,5,2,6,0,15,8.0
11074,5,2,6,0,24,4.0
3457,5,2,6,1,9,2.0
4410,5,2,6,1,9,4.0
10035,5,2,6,1,10,2.0
4920,5,2,6,1,10,4.0
6681,5,2,6,1,11,8.0
7820,5,2,6,1,13,2.0
9163,5,2,6,1,15,2.0
503,5,2,6,1,16,1.0
9843,5,2,6,1,21,3.0
1606,5,2,6,1,21,4.0
4528,5,2,6,1,23,4.0
7867,5,2,6,1,23,5.0
11799,5,2,6,1,24,3.0
7825,5,2,8,0,5,6.0
5231,5,2,8,0,7,1.0
11091,5,2,8,0,11,3.0
1059,5,3,-2,0,22,1.0
3149,5,3,-2,0,24,0.0
8610,5,3,-2,1,24,0.0
6356,5,3,1,0,5,1.0
9206,5,3,1,0,10,4.0
1424,5,3,2,0,6,2.0
469,5,3,2,0,10,3.0
1125,5,3,2,0,10,7.0
2585,5,3,2,0,10,7.0
3563,5,3,2,1,10,2.0
5465,5,3,3,0,7,3.0
5227,5,3,3,0,10,2.0
8151,5,3,3,0,23,5.0
6370,5,3,3,1,6,3.0
4028,5,3,3,1,8,5.0
7516,5,3,5,0,1,0.0
1336,5,3,5,0,5,3.0
2304,5,3,5,0,7,8.0
4254,5,3,5,0,8,2.0
9594,5,3,5,0,8,4.0
9150,5,3,5,0,8,5.0
11432,5,3,5,0,8,5.0
6506,5,3,5,0,9,4.0
6821,5,3,5,0,9,4.0
9015,5,3,5,0,9,5.0
681,5,3,5,0,10,1.0
1061,5,3,5,0,10,2.0
7477,5,3,5,0,13,4.0
1713,5,3,5,0,13,6.0
2876,5,3,5,0,14,2.0
9720,5,3,5,0,15,3.0
5187,5,3,5,0,17,2.0
7988,5,3,5,0,20,2.0
1300,5,3,5,0,22,1.0
3338,5,3,5,0,23,2.0
16,5,3,5,1,1,0.0
1684,5,3,5,1,1,3.0
3372,5,3,5,1,3,3.0
978,5,3,5,1,5,2.0
365,5,3,5,1,6,1.0
2456,5,3,5,1,7,5.0
2946,5,3,5,1,9,1.0
1076,5,3,5,1,10,9.0
8991,5,3,5,1,11,4.0
9004,5,3,5,1,12,2.0
2823,5,3,5,1,13,1.0
9210,5,3,5,1,13,4.0
11317,5,3,5,1,13,6.0
6427,5,3,5,1,13,8.0
10707,5,3,5,1,16,6.0
794,5,3,5,1,19,3.0
6585,5,3,5,1,23,8.0
11481,5,3,5,1,24,2.0
2730,5,3,6,0,5,5.0
9092,5,3,6,0,10,3.0
2183,5,3,6,0,13,5.0
2133,5,3,6,1,1,2.0
7144,5,3,6,1,6,4.0
11454,5,3,6,1,7,10.0
3997,5,3,6,1,8,3.0
10097,5,3,6,1,8,6.0
3602,5,3,6,1,9,1.0
3611,5,3,6,1,9,1.0
3074,5,3,6,1,9,4.0
6291,5,3,6,1,10,2.0
4486,5,3,6,1,12,5.0
8047,5,3,6,1,12,6.0
5975,5,3,6,1,12,10.0
7357,5,3,6,1,13,4.0
9808,5,3,6,1,14,10.0
1589,5,3,6,1,16,3.0
9244,5,3,8,0,7,2.0
9545,5,4,-2,0,7,3.0
827,5,4,-2,0,9,3.0
4390,5,4,-2,0,13,5.0
4817,5,4,-2,0,16,3.0
7629,5,4,-2,0,24,2.0
8255,5,4,1,0,19,1.0
8774,5,4,1,1,4,1.0
9636,5,4,1,1,8,2.0
3109,5,4,1,1,11,5.0
4788,5,4,1,1,15,4.0
10646,5,4,2,0,1,3.0
3481,5,4,2,0,16,5.0
8850,5,4,2,1,5,1.0
1723,5,4,2,1,8,9.0
6962,5,4,2,1,12,3.0
8275,5,4,2,1,12,4.0
2404,5,4,2,1,21,5.0
10377,5,4,3,0,1,8.0
8299,5,4,3,0,3,1.0
5270,5,4,3,0,6,4.0
10485,5,4,3,0,7,4.0
11109,5,4,3,0,9,3.0
11026,5,4,3,1,2,5.0
6340,5,4,3,1,5,4.0
11075,5,4,3,1,8,1.0
6853,5,4,4,0,2,1.0
7331,5,4,4,0,14,5.0
2468,5,4,5,0,5,10.0
10063,5,4,5,0,6,1.0
6607,5,4,5,0,7,2.0
9677,5,4,5,0,7,4.0
145,5,4,5,0,8,4.0
6688,5,4,5,0,9,2.0
4739,5,4,5,0,10,3.0
9982,5,4,5,0,10,4.0
10040,5,4,5,0,11,3.0
1527,5,4,5,0,11,4.0
10446,5,4,5,0,12,6.0
9512,5,4,5,0,13,5.0
9425,5,4,5,0,13,8.0
10823,5,4,5,0,18,2.0
6093,5,4,5,0,18,3.0
8187,5,4,5,0,19,1.0
996,5,4,5,0,23,13.0
2400,5,4,5,0,24,2.0
2838,5,4,5,0,24,2.0
10679,5,4,5,0,24,4.0
6697,5,4,5,0,24,5.0
8853,5,4,5,1,2,11.0
10490,5,4,5,1,3,6.0
6073,5,4,5,1,4,5.0
2324,5,4,5,1,5,3.0
7615,5,4,5,1,6,2.0
10448,5,4,5,1,6,2.0
10961,5,4,5,1,6,2.0
3719,5,4,5,1,6,9.0
9266,5,4,5,1,8,3.0
7821,5,4,5,1,8,6.0
3453,5,4,5,1,8,8.0
11629,5,4,5,1,9,2.0
3260,5,4,5,1,9,9.0
7391,5,4,5,1,10,4.0
2206,5,4,5,1,11,2.0
5015,5,4,5,1,11,6.0
1026,5,4,5,1,12,8.0
8212,5,4,5,1,14,5.0
11928,5,4,5,1,15,1.0
7082,5,4,5,1,15,2.0
485,5,4,5,1,17,1.0
9481,5,4,5,1,17,1.0
10152,5,4,5,1,17,8.0
5864,5,4,5,1,20,6.0
6083,5,4,5,1,23,3.0
2038,5,4,5,1,24,1.0
1798,5,4,6,0,8,2.0
2399,5,4,6,0,8,4.0
4990,5,4,6,0,9,2.0
1499,5,4,6,0,13,4.0
3211,5,4,6,0,17,3.0
11768,5,4,6,0,17,3.0
4530,5,4,6,0,23,9.0
10578,5,4,6,1,4,6.0
8984,5,4,6,1,7,3.0
10242,5,4,6,1,8,3.0
11720,5,4,6,1,10,6.0
5624,5,4,6,1,11,5.0
10078,5,4,6,1,12,7.0
11005,5,4,6,1,13,5.0
6154,5,4,6,1,13,9.0
7784,5,4,6,1,14,4.0
8140,5,4,6,1,16,6.0
5271,5,4,6,1,18,1.0
216,5,4,7,1,8,5.0
3996,5,4,7,1,9,1.0
1426,5,4,7,1,23,2.0
9537,5,4,8,0,10,2.0
8528,5,4,8,0,10,6.0
2107,5,4,8,0,13,2.0
7057,5,4,8,0,15,1.0
10713,5,4,8,1,9,3.0
1060,5,5,-2,0,1,1.0
7905,5,5,-2,0,5,2.0
4004,5,5,-2,0,7,2.0
12066,5,5,-2,0,17,2.0
8790,5,5,-2,0,23,4.0
4088,5,5,-2,0,24,0.0
3497,5,5,-2,1,10,2.0
10765,5,5,-2,1,11,7.0
12053,5,5,-2,1,17,3.0
505,5,5,1,0,7,1.0
4318,5,5,1,0,10,2.0
1531,5,5,1,0,13,1.0
8607,5,5,1,0,13,2.0
5510,5,5,1,1,1,3.0
10287,5,5,1,1,16,2.0
7793,5,5,1,1,17,4.0
5531,5,5,2,0,11,4.0
781,5,5,2,0,12,3.0
5976,5,5,2,0,13,2.0
5382,5,5,2,0,13,7.0
7356,5,5,2,1,8,2.0
9888,5,5,2,1,20,2.0
3934,5,5,2,1,23,5.0
10259,5,5,2,1,24,7.0
2849,5,5,3,0,8,4.0
4818,5,5,3,0,8,8.0
5990,5,5,3,0,9,5.0
9637,5,5,3,0,18,6.0
6529,5,5,3,0,19,3.0
584,5,5,3,0,24,1.0
5224,5,5,3,1,8,6.0
2473,5,5,3,1,8,8.0
10820,5,5,3,1,10,11.0
9081,5,5,3,1,23,6.0
5291,5,5,4,0,11,2.0
2161,5,5,5,0,5,3.0
7148,5,5,5,0,6,3.0
2718,5,5,5,0,6,12.0
11746,5,5,5,0,8,2.0
7670,5,5,5,0,8,8.0
11846,5,5,5,0,9,3.0
9051,5,5,5,0,10,2.0
10064,5,5,5,0,10,3.0
6183,5,5,5,0,10,4.0
407,5,5,5,0,11,6.0
10737,5,5,5,0,11,6.0
531,5,5,5,0,12,1.0
6431,5,5,5,0,12,2.0
10949,5,5,5,0,13,6.0
1504,5,5,5,0,17,3.0
12039,5,5,5,0,19,2.0
11573,5,5,5,0,20,3.0
8649,5,5,5,0,21,8.0
7794,5,5,5,0,22,3.0
3826,5,5,5,0,22,7.0
2330,5,5,5,0,23,3.0
5954,5,5,5,0,24,2.0
5097,5,5,5,1,1,5.0
5758,5,5,5,1,7,2.0
3542,5,5,5,1,7,4.0
8874,5,5,5,1,7,4.0
8863,5,5,5,1,8,5.0
10396,5,5,5,1,8,5.0
759,5,5,5,1,9,1.0
646,5,5,5,1,9,3.0
6664,5,5,5,1,9,3.0
9887,5,5,5,1,9,5.0
8830,5,5,5,1,10,2.0
7675,5,5,5,1,12,8.0
8417,5,5,5,1,15,2.0
2586,5,5,5,1,15,7.0
2529,5,5,5,1,16,3.0
5467,5,5,5,1,16,4.0
1611,5,5,5,1,18,2.0
12070,5,5,5,1,18,3.0
7099,5,5,5,1,19,4.0
4678,5,5,5,1,20,5.0
5437,5,5,5,1,22,2.0
5806,5,5,5,1,24,5.0
8846,5,5,6,0,1,3.0
2621,5,5,6,0,2,5.0
7050,5,5,6,0,7,4.0
5440,5,5,6,0,8,6.0
5480,5,5,6,0,9,6.0
6102,5,5,6,0,10,3.0
1572,5,5,6,1,5,4.0
5782,5,5,6,1,7,5.0
1260,5,5,6,1,8,2.0
1940,5,5,6,1,8,8.0
689,5,5,6,1,19,13.0
3529,5,5,6,1,22,4.0
10295,5,5,6,1,23,3.0
238,5,5,6,1,23,8.0
10197,5,5,7,0,8,6.0
2710,5,5,7,0,20,9.0
11485,5,6,-2,0,7,3.0
8860,5,6,-2,0,8,1.0
11934,5,6,-2,0,8,3.0
2155,5,6,-2,0,13,2.0
3722,5,6,-2,0,24,3.0
11295,5,6,-2,1,12,1.0
8227,5,6,1,0,21,6.0
3712,5,6,1,1,20,2.0
8664,5,6,1,1,24,0.0
3861,5,6,2,0,7,8.0
975,5,6,2,0,8,6.0
964,5,6,2,0,15,8.0
824,5,6,2,0,21,4.0
4209,5,6,2,1,7,10.0
8784,5,6,2,1,15,4.0
8650,5,6,3,0,4,9.0
2768,5,6,3,0,5,3.0
10962,5,6,3,0,7,6.0
5333,5,6,3,0,12,8.0
9759,5,6,3,0,12,10.0
9504,5,6,3,0,15,8.0
9476,5,6,3,0,19,8.0
1337,5,6,3,1,6,10.0
9566,5,6,3,1,6,11.0
7598,5,6,3,1,8,7.0
4272,5,6,3,1,9,3.0
4170,5,6,3,1,11,4.0
2841,5,6,3,1,13,8.0
1000,5,6,3,1,15,1.0
7538,5,6,3,1,16,4.0
3022,5,6,5,0,1,8.0
1901,5,6,5,0,2,5.0
6006,5,6,5,0,4,6.0
343,5,6,5,0,5,2.0
5195,5,6,5,0,5,2.0
8902,5,6,5,0,5,6.0
10674,5,6,5,0,6,8.0
3362,5,6,5,0,7,2.0
9583,5,6,5,0,7,2.0
647,5,6,5,0,7,3.0
5344,5,6,5,0,7,3.0
5494,5,6,5,0,8,4.0
592,5,6,5,0,8,5.0
4485,5,6,5,0,9,2.0
10598,5,6,5,0,9,3.0
8202,5,6,5,0,9,5.0
7931,5,6,5,0,10,2.0
10714,5,6,5,0,10,2.0
8763,5,6,5,0,10,5.0
7439,5,6,5,0,11,2.0
11617,5,6,5,0,11,5.0
4982,5,6,5,0,12,4.0
1477,5,6,5,0,12,10.0
5933,5,6,5,0,13,6.0
8554,5,6,5,0,13,6.0
8827,5,6,5,0,14,5.0
5698,5,6,5,0,15,2.0
10868,5,6,5,0,15,5.0
9108,5,6,5,0,16,1.0
508,5,6,5,0,16,8.0
8648,5,6,5,0,17,5.0
2408,5,6,5,0,18,2.0
1601,5,6,5,0,19,5.0
2262,5,6,5,0,20,2.0
1679,5,6,5,0,20,4.0
11048,5,6,5,0,20,7.0
4376,5,6,5,0,23,4.0
5751,5,6,5,0,24,2.0
9738,5,6,5,1,4,2.0
7657,5,6,5,1,7,6.0
11843,5,6,5,1,8,4.0
4259,5,6,5,1,8,8.0
1612,5,6,5,1,9,7.0
10710,5,6,5,1,9,8.0
11209,5,6,5,1,10,1.0
54,5,6,5,1,10,2.0
877,5,6,5,1,10,5.0
11838,5,6,5,1,10,8.0
2474,5,6,5,1,11,2.0
1423,5,6,5,1,11,4.0
4006,5,6,5,1,12,4.0
4126,5,6,5,1,12,5.0
5228,5,6,5,1,15,2.0
8512,5,6,5,1,15,9.0
1628,5,6,5,1,17,2.0
9550,5,6,5,1,17,4.0
5914,5,6,5,1,17,6.0
10017,5,6,5,1,22,6.0
1265,5,6,6,0,4,6.0
4449,5,6,6,0,6,5.0
8183,5,6,6,0,9,3.0
