,TOTSQFT_C,YEARMADERANGE,ROOFTYPE,TREESHAD,MONEYPY,KWH_C
10602,2,1,5,0,7,0.0
11358,2,1,5,0,7,0.0
677,2,1,5,0,7,1.0
962,2,1,5,0,7,1.0
2835,2,1,5,0,7,1.0
3616,2,1,5,0,7,1.0
4557,2,1,5,0,7,1.0
10301,2,1,5,0,7,1.0
7859,2,1,5,0,8,0.0
3630,2,1,5,0,8,1.0
3558,2,1,5,0,9,0.0
3559,2,1,5,0,9,0.0
6404,2,1,5,0,9,0.0
2738,2,1,5,0,9,1.0
4341,2,1,5,0,9,1.0
5434,2,1,5,0,9,2.0
8,2,1,5,0,10,1.0
1749,2,1,5,0,10,1.0
5910,2,1,5,0,11,0.0
8342,2,1,5,0,11,0.0
5646,2,1,5,0,11,1.0
6903,2,1,5,0,11,3.0
11503,2,1,5,0,11,5.0
7831,2,1,5,0,12,0.0
2243,2,1,5,0,12,1.0
7496,2,1,5,0,12,1.0
769,2,1,5,0,12,2.0
4555,2,1,5,0,13,0.0
4882,2,1,5,0,13,0.0
8345,2,1,5,0,13,0.0
1179,2,1,5,0,13,1.0
11745,2,1,5,0,14,1.0
9857,2,1,5,0,14,4.0
4976,2,1,5,0,16,0.0
5582,2,1,5,0,16,0.0
6406,2,1,5,0,16,1.0
7736,2,1,5,0,16,1.0
8257,2,1,5,0,16,1.0
5107,2,1,5,0,16,4.0
382,2,1,5,0,17,0.0
10821,2,1,5,0,17,0.0
9663,2,1,5,0,17,1.0
2146,2,1,5,0,17,2.0
10286,2,1,5,0,17,2.0
472,2,1,5,0,18,1.0
7375,2,1,5,0,19,0.0
7659,2,1,5,0,19,0.0
10514,2,1,5,0,19,1.0
2864,2,1,5,0,19,2.0
3335,2,1,5,0,19,5.0
6142,2,1,5,0,20,0.0
5068,2,1,5,0,20,1.0
10724,2,1,5,0,20,1.0
358,2,1,5,0,21,0.0
11051,2,1,5,0,22,1.0
10661,2,1,5,0,23,0.0
4371,2,1,5,0,23,1.0
9771,2,1,5,0,23,1.0
3049,2,1,5,0,23,2.0
6524,2,1,5,0,24,1.0
11749,2,1,5,0,24,1.0
9936,2,1,5,1,3,2.0
2191,2,1,5,1,4,0.0
5363,2,1,5,1,4,1.0
11860,2,1,5,1,5,0.0
10549,2,1,5,1,5,2.0
1319,2,1,5,1,5,3.0
9105,2,1,5,1,6,0.0
5572,2,1,5,1,6,1.0
1810,2,1,5,1,6,2.0
3289,2,1,5,1,6,2.0
6830,2,1,5,1,6,2.0
3468,2,1,5,1,6,3.0
7571,2,1,5,1,7,0.0
1169,2,1,5,1,7,1.0
10873,2,1,5,1,7,1.0
170,2,1,5,1,7,2.0
9495,2,1,5,1,7,2.0
1365,2,1,5,1,7,4.0
4307,2,1,5,1,7,5.0
3588,2,1,5,1,8,0.0
10333,2,1,5,1,8,0.0
10994,2,1,5,1,8,1.0
4867,2,1,5,1,9,0.0
6089,2,1,5,1,9,0.0
9751,2,1,5,1,9,0.0
5727,2,1,5,1,9,1.0
9029,2,1,5,1,9,1.0
3161,2,1,5,1,9,2.0
6044,2,1,5,1,9,2.0
5239,2,1,5,1,9,3.0
1757,2,1,5,1,10,0.0
3935,2,1,5,1,10,1.0
3944,2,1,5,1,10,2.0
7787,2,1,5,1,10,2.0
11111,2,1,5,1,10,2.0
11677,2,1,5,1,10,3.0
3834,2,1,5,1,11,0.0
3575,2,1,5,1,11,1.0
8791,2,1,5,1,11,1.0
10029,2,1,5,1,11,2.0
8404,2,1,5,1,11,4.0
815,2,1,5,1,12,0.0
2119,2,1,5,1,12,0.0
6409,2,1,5,1,12,0.0
466,2,1,5,1,12,1.0
1788,2,1,5,1,12,1.0
8948,2,1,5,1,12,1.0
9972,2,1,5,1,12,1.0
5034,2,1,5,1,12,3.0
63,2,1,5,1,13,0.0
8471,2,1,5,1,13,0.0
2163,2,1,5,1,13,1.0
4115,2,1,5,1,13,1.0
7525,2,1,5,1,13,2.0
10515,2,1,5,1,13,3.0
11042,2,1,5,1,14,1.0
2828,2,1,5,1,14,2.0
4402,2,1,5,1,14,4.0
5636,2,1,5,1,15,0.0
11569,2,1,5,1,15,0.0
539,2,1,5,1,15,2.0
9918,2,1,5,1,15,5.0
1415,2,1,5,1,16,0.0
12065,2,1,5,1,16,0.0
1470,2,1,5,1,16,1.0
10881,2,1,5,1,16,1.0
11764,2,1,5,1,18,0.0
2460,2,1,5,1,18,1.0
11789,2,1,5,1,18,1.0
6258,2,1,5,1,20,0.0
10411,2,1,5,1,20,1.0
2329,2,1,5,1,22,2.0
5128,2,1,5,1,23,0.0
8792,2,1,5,1,23,0.0
11632,2,1,5,1,23,0.0
3343,2,1,5,1,23,1.0
6421,2,1,5,1,23,1.0
2874,2,1,5,1,24,0.0
6516,2,1,5,1,24,1.0
6801,2,1,5,1,24,1.0
8233,2,1,5,1,24,1.0
1858,2,1,5,1,24,3.0
654,2,1,6,0,5,0.0
2852,2,1,6,0,5,1.0
8842,2,1,6,0,5,1.0
11949,2,1,6,0,7,4.0
1348,2,1,6,0,8,0.0
4239,2,1,6,0,8,1.0
6307,2,1,6,0,9,1.0
7956,2,1,6,0,10,1.0
6389,2,1,6,0,10,2.0
3780,2,1,6,0,10,4.0
7826,2,1,6,0,11,0.0
3287,2,1,6,0,11,1.0
8839,2,1,6,0,12,0.0
6981,2,1,6,0,12,1.0
9026,2,1,6,0,12,1.0
6487,2,1,6,0,12,2.0
8190,2,1,6,0,13,1.0
6392,2,1,6,0,15,1.0
4645,2,1,6,0,16,2.0
7971,2,1,6,0,16,2.0
9232,2,1,6,0,17,0.0
9593,2,1,6,0,18,0.0
11870,2,1,6,0,18,0.0
9421,2,1,6,0,18,1.0
92,2,1,6,0,22,1.0
4516,2,1,6,0,22,1.0
7914,2,1,6,0,23,0.0
470,2,1,6,0,24,0.0
8951,2,1,6,0,24,1.0
252,2,1,6,1,1,1.0
12081,2,1,6,1,4,0.0
119,2,1,6,1,6,0.0
761,2,1,6,1,6,0.0
4310,2,1,6,1,6,1.0
8241,2,1,6,1,6,1.0
745,2,1,6,1,7,0.0
11670,2,1,6,1,7,0.0
10122,2,1,6,1,7,1.0
562,2,1,6,1,7,2.0
1313,2,1,6,1,8,0.0
2143,2,1,6,1,8,0.0
7470,2,1,6,1,8,2.0
9296,2,1,6,1,8,2.0
826,2,1,6,1,9,0.0
7494,2,1,6,1,9,0.0
377,2,1,6,1,9,2.0
597,2,1,6,1,10,0.0
5726,2,1,6,1,10,2.0
6998,2,1,6,1,10,2.0
10708,2,1,6,1,10,2.0
11912,2,1,6,1,10,3.0
4080,2,1,6,1,10,4.0
1418,2,1,6,1,12,0.0
2282,2,1,6,1,12,0.0
4422,2,1,6,1,12,0.0
8980,2,1,6,1,12,0.0
1049,2,1,6,1,12,1.0
3708,2,1,6,1,13,0.0
909,2,1,6,1,13,2.0
8658,2,1,6,1,14,1.0
4522,2,1,6,1,15,2.0
6054,2,1,6,1,16,1.0
5679,2,1,6,1,17,0.0
7601,2,1,6,1,17,2.0
3500,2,1,6,1,18,0.0
12058,2,1,6,1,18,0.0
1186,2,1,6,1,19,0.0
8051,2,1,6,1,21,0.0
3662,2,1,6,1,22,0.0
9420,2,1,6,1,24,0.0
97,2,1,6,1,24,1.0
3010,2,1,6,1,24,1.0
5905,2,1,6,1,24,1.0
9870,2,1,6,1,24,1.0
3733,2,1,6,1,24,2.0
3442,2,1,7,0,5,0.0
10530,2,1,7,1,12,1.0
2429,2,1,8,0,4,1.0
1437,2,1,8,0,8,1.0
4440,2,1,8,0,8,1.0
2017,2,2,-2,0,11,0.0
2691,2,2,-2,1,23,0.0
6349,2,2,1,0,3,1.0
4707,2,2,1,0,13,4.0
2158,2,2,1,0,23,1.0
6834,2,2,1,1,24,0.0
4900,2,2,1,1,24,2.0
7128,2,2,2,0,6,1.0
3639,2,2,2,0,9,1.0
8016,2,2,2,0,9,1.0
9074,2,2,2,0,10,0.0
6363,2,2,2,0,12,1.0
334,2,2,2,0,13,3.0
5130,2,2,2,0,18,1.0
392,2,2,2,0,21,1.0
2616,2,2,2,0,23,0.0
3147,2,2,2,0,24,0.0
10385,2,2,2,0,24,2.0
897,2,2,2,1,3,1.0
7108,2,2,2,1,5,0.0
2542,2,2,2,1,7,0.0
11061,2,2,2,1,7,0.0
11809,2,2,2,1,7,0.0
2865,2,2,2,1,7,1.0
2360,2,2,2,1,8,1.0
11850,2,2,2,1,9,2.0
1413,2,2,2,1,11,0.0
588,2,2,2,1,12,0.0
5379,2,2,2,1,17,1.0
7838,2,2,2,1,18,1.0
5676,2,2,2,1,24,3.0
8946,2,2,3,0,6,0.0
6929,2,2,3,0,9,4.0
11710,2,2,3,0,15,1.0
7764,2,2,3,0,19,3.0
8143,2,2,3,1,10,2.0
6293,2,2,3,1,13,0.0
7694,2,2,3,1,14,3.0
11267,2,2,3,1,15,1.0
9465,2,2,4,0,18,1.0
8705,2,2,4,1,11,0.0
1958,2,2,5,0,2,3.0
3380,2,2,5,0,5,0.0
10761,2,2,5,0,5,0.0
183,2,2,5,0,5,1.0
10687,2,2,5,0,5,1.0
3088,2,2,5,0,5,2.0
5664,2,2,5,0,5,2.0
8872,2,2,5,0,6,1.0
4352,2,2,5,0,6,2.0
156,2,2,5,0,7,0.0
1123,2,2,5,0,7,0.0
8897,2,2,5,0,7,0.0
2333,2,2,5,0,7,1.0
5561,2,2,5,0,7,1.0
11291,2,2,5,0,7,1.0
632,2,2,5,0,7,2.0
129,2,2,5,0,8,0.0
7458,2,2,5,0,8,1.0
1902,2,2,5,0,9,0.0
10937,2,2,5,0,9,0.0
5904,2,2,5,0,9,1.0
9749,2,2,5,0,9,1.0
612,2,2,5,0,10,0.0
1859,2,2,5,0,10,0.0
6823,2,2,5,0,10,0.0
7297,2,2,5,0,10,0.0
9784,2,2,5,0,10,0.0
9732,2,2,5,0,10,1.0
11203,2,2,5,0,10,1.0
11887,2,2,5,0,10,1.0
12050,2,2,5,0,10,2.0
8344,2,2,5,0,10,3.0
5996,2,2,5,0,11,0.0
3308,2,2,5,0,11,1.0
10748,2,2,5,0,11,2.0
10762,2,2,5,0,12,0.0
409,2,2,5,0,12,1.0
495,2,2,5,0,12,1.0
6785,2,2,5,0,12,1.0
3725,2,2,5,0,13,0.0
6353,2,2,5,0,13,1.0
8678,2,2,5,0,13,1.0
10102,2,2,5,0,13,1.0
2935,2,2,5,0,13,3.0
7324,2,2,5,0,13,4.0
3748,2,2,5,0,14,0.0
11793,2,2,5,0,14,1.0
6980,2,2,5,0,14,2.0
8101,2,2,5,0,14,2.0
6214,2,2,5,0,15,0.0
6252,2,2,5,0,15,0.0
6820,2,2,5,0,15,0.0
7540,2,2,5,0,15,1.0
8119,2,2,5,0,15,1.0
10309,2,2,5,0,15,1.0
10620,2,2,5,0,15,1.0
6515,2,2,5,0,15,2.0
10730,2,2,5,0,15,2.0
10876,2,2,5,0,16,0.0
4891,2,2,5,0,16,1.0
7045,2,2,5,0,16,3.0
2261,2,2,5,0,17,0.0
3315,2,2,5,0,17,0.0
5206,2,2,5,0,17,1.0
7837,2,2,5,0,17,1.0
9331,2,2,5,0,17,2.0
1223,2,2,5,0,19,0.0
8589,2,2,5,0,19,1.0
7302,2,2,5,0,19,2.0
11979,2,2,5,0,19,2.0
7445,2,2,5,0,20,1.0
7406,2,2,5,0,20,4.0
1311,2,2,5,0,21,0.0
6705,2,2,5,0,22,0.0
4036,2,2,5,0,22,1.0
10072,2,2,5,0,22,1.0
85,2,2,5,0,23,0.0
5581,2,2,5,0,23,0.0
5594,2,2,5,0,23,1.0
3036,2,2,5,0,24,0.0
4482,2,2,5,0,24,0.0
7024,2,2,5,0,24,0.0
7712,2,2,5,0,24,0.0
10673,2,2,5,0,24,0.0
306,2,2,5,0,24,1.0
3878,2,2,5,0,24,1.0
10290,2,2,5,0,24,1.0
11516,2,2,5,0,24,1.0
11613,2,2,5,1,3,0.0
6237,2,2,5,1,5,0.0
6788,2,2,5,1,5,0.0
11427,2,2,5,1,5,0.0
11707,2,2,5,1,5,0.0
4446,2,2,5,1,5,2.0
9086,2,2,5,1,5,2.0
6359,2,2,5,1,6,0.0
9445,2,2,5,1,6,0.0
9872,2,2,5,1,6,1.0
11055,2,2,5,1,6,2.0
11087,2,2,5,1,6,2.0
1666,2,2,5,1,7,0.0
4794,2,2,5,1,7,0.0
11279,2,2,5,1,7,0.0
1129,2,2,5,1,7,1.0
1954,2,2,5,1,7,1.0
11483,2,2,5,1,7,1.0
805,2,2,5,1,7,2.0
4385,2,2,5,1,7,2.0
9692,2,2,5,1,7,2.0
6242,2,2,5,1,8,0.0
1540,2,2,5,1,8,1.0
2692,2,2,5,1,8,1.0
6172,2,2,5,1,8,1.0
7368,2,2,5,1,8,1.0
7698,2,2,5,1,8,1.0
10236,2,2,5,1,8,1.0
10430,2,2,5,1,8,1.0
2011,2,2,5,1,8,3.0
10494,2,2,5,1,8,3.0
11040,2,2,5,1,9,0.0
360,2,2,5,1,9,1.0
7124,2,2,5,1,9,1.0
10750,2,2,5,1,9,1.0
635,2,2,5,1,10,0.0
2402,2,2,5,1,10,0.0
8436,2,2,5,1,10,0.0
1719,2,2,5,1,10,1.0
2086,2,2,5,1,10,1.0
2189,2,2,5,1,10,1.0
3321,2,2,5,1,10,1.0
6024,2,2,5,1,10,1.0
6038,2,2,5,1,10,1.0
8217,2,2,5,1,10,1.0
9287,2,2,5,1,10,1.0
11690,2,2,5,1,10,2.0
3403,2,2,5,1,11,0.0
8076,2,2,5,1,11,1.0
11541,2,2,5,1,11,1.0
3368,2,2,5,1,11,2.0
11121,2,2,5,1,11,2.0
7756,2,2,5,1,12,0.0
616,2,2,5,1,12,1.0
2619,2,2,5,1,12,1.0
4013,2,2,5,1,12,1.0
4158,2,2,5,1,12,1.0
5111,2,2,5,1,12,1.0
5605,2,2,5,1,12,1.0
2337,2,2,5,1,12,2.0
5687,2,2,5,1,12,2.0
5701,2,2,5,1,12,2.0
8857,2,2,5,1,12,2.0
1806,2,2,5,1,12,3.0
10067,2,2,5,1,13,0.0
2343,2,2,5,1,13,1.0
9624,2,2,5,1,13,1.0
2422,2,2,5,1,13,2.0
6354,2,2,5,1,13,3.0
338,2,2,5,1,14,0.0
3337,2,2,5,1,14,0.0
9335,2,2,5,1,14,1.0
1111,2,2,5,1,14,4.0
4814,2,2,5,1,15,1.0
9995,2,2,5,1,15,1.0
11156,2,2,5,1,15,1.0
3242,2,2,5,1,15,2.0
8264,2,2,5,1,15,2.0
11378,2,2,5,1,16,1.0
10501,2,2,5,1,16,2.0
309,2,2,5,1,19,0.0
11053,2,2,5,1,19,0.0
7700,2,2,5,1,19,2.0
4667,2,2,5,1,20,1.0
11152,2,2,5,1,20,1.0
10882,2,2,5,1,21,4.0
5839,2,2,5,1,22,1.0
6742,2,2,5,1,22,1.0
425,2,2,5,1,23,0.0
4018,2,2,5,1,23,0.0
7573,2,2,5,1,23,0.0
419,2,2,5,1,23,1.0
1658,2,2,5,1,23,1.0
3490,2,2,5,1,23,2.0
2204,2,2,5,1,24,0.0
263,2,2,5,1,24,1.0
1359,2,2,5,1,24,1.0
3694,2,2,5,1,24,1.0
4154,2,2,5,1,24,1.0
5052,2,2,5,1,24,1.0
5692,2,2,5,1,24,1.0
7995,2,2,5,1,24,1.0
9986,2,2,5,1,24,1.0
7489,2,2,6,0,1,1.0
9695,2,2,6,0,6,1.0
6243,2,2,6,0,6,2.0
234,2,2,6,0,7,0.0
2854,2,2,6,0,10,0.0
6897,2,2,6,0,11,0.0
6023,2,2,6,0,11,1.0
354,2,2,6,0,12,1.0
3697,2,2,6,0,12,1.0
9453,2,2,6,0,12,1.0
9609,2,2,6,0,12,1.0
3508,2,2,6,0,13,0.0
9553,2,2,6,0,13,0.0
11636,2,2,6,0,13,0.0
2661,2,2,6,0,14,0.0
7808,2,2,6,0,15,2.0
8856,2,2,6,0,16,2.0
11181,2,2,6,0,17,1.0
9294,2,2,6,0,18,1.0
9834,2,2,6,0,18,2.0
11202,2,2,6,0,22,2.0
1405,2,2,6,0,24,1.0
9120,2,2,6,0,24,1.0
11074,2,2,6,0,24,1.0
2371,2,2,6,1,1,0.0
3609,2,2,6,1,5,2.0
10618,2,2,6,1,7,0.0
10784,2,2,6,1,7,0.0
2409,2,2,6,1,8,0.0
3219,2,2,6,1,8,0.0
9951,2,2,6,1,8,0.0
433,2,2,6,1,8,1.0
5435,2,2,6,1,8,1.0
2792,2,2,6,1,9,1.0
3457,2,2,6,1,9,1.0
4410,2,2,6,1,9,1.0
4911,2,2,6,1,10,1.0
10915,2,2,6,1,10,2.0
11063,2,2,6,1,11,1.0
8335,2,2,6,1,11,2.0
1818,2,2,6,1,11,3.0
6681,2,2,6,1,11,3.0
2346,2,2,6,1,12,0.0
6031,2,2,6,1,12,2.0
6164,2,2,6,1,12,2.0
10450,2,2,6,1,13,0.0
1436,2,2,6,1,13,1.0
4202,2,2,6,1,13,2.0
249,2,2,6,1,14,0.0
7399,2,2,6,1,14,0.0
11620,2,2,6,1,14,0.0
3288,2,2,6,1,14,1.0
8137,2,2,6,1,14,2.0
4064,2,2,6,1,15,1.0
6251,2,2,6,1,17,1.0
4531,2,2,6,1,17,2.0
10649,2,2,6,1,17,3.0
7122,2,2,6,1,19,0.0
7801,2,2,6,1,20,1.0
2127,2,2,6,1,21,1.0
1284,2,2,6,1,23,1.0
5340,2,2,6,1,24,1.0
8548,2,2,6,1,24,1.0
2134,2,2,6,1,24,2.0
5036,2,2,6,1,24,2.0
11043,2,2,6,1,24,2.0
2209,2,2,7,0,9,2.0
8996,2,2,7,0,9,2.0
7229,2,2,7,0,15,2.0
2280,2,2,7,1,1,0.0
3365,2,2,8,0,9,1.0
8855,2,2,8,0,10,0.0
938,2,2,8,0,15,1.0
8110,2,2,8,0,15,1.0
1012,2,2,8,0,19,3.0
7106,2,2,8,0,24,0.0
11859,2,2,8,1,9,2.0
9469,2,2,8,1,14,0.0
1356,2,3,-2,0,17,0.0
3880,2,3,-2,0,17,1.0
3149,2,3,-2,0,24,0.0
10034,2,3,1,0,7,2.0
8615,2,3,1,1,4,1.0
1782,2,3,1,1,8,0.0
9388,2,3,1,1,23,2.0
8934,2,3,2,0,7,1.0
5640,2,3,2,0,8,1.0
6791,2,3,2,0,9,1.0
5039,2,3,2,0,9,5.0
11535,2,3,2,0,10,1.0
11231,2,3,2,0,13,0.0
5142,2,3,2,0,24,1.0
5673,2,3,2,1,7,0.0
6435,2,3,2,1,9,3.0
3202,2,3,2,1,13,2.0
5685,2,3,2,1,18,2.0
1793,2,3,2,1,18,3.0
6193,2,3,2,1,23,1.0
8556,2,3,2,1,24,0.0
6818,2,3,2,1,24,1.0
7634,2,3,2,1,24,1.0
5465,2,3,3,0,7,1.0
568,2,3,3,0,8,2.0
5486,2,3,3,0,11,1.0
7003,2,3,3,0,11,5.0
6509,2,3,3,0,16,1.0
7010,2,3,3,1,1,3.0
3419,2,3,3,1,5,2.0
6370,2,3,3,1,6,1.0
6921,2,3,3,1,7,1.0
11659,2,3,3,1,7,4.0
4028,2,3,3,1,8,2.0
718,2,3,3,1,11,1.0
72,2,3,3,1,13,1.0
4231,2,3,3,1,17,2.0
9037,2,3,3,1,20,3.0
5037,2,3,4,0,10,0.0
610,2,3,4,0,12,1.0
5296,2,3,4,0,12,2.0
1931,2,3,4,0,12,4.0
4439,2,3,4,1,9,1.0
4745,2,3,4,1,23,1.0
7516,2,3,5,0,1,0.0
1605,2,3,5,0,1,2.0
9227,2,3,5,0,1,2.0
7172,2,3,5,0,2,1.0
667,2,3,5,0,5,0.0
10594,2,3,5,0,5,0.0
7208,2,3,5,0,5,1.0
803,2,3,5,0,5,4.0
2005,2,3,5,0,6,1.0
7786,2,3,5,0,6,2.0
1585,2,3,5,0,7,0.0
10496,2,3,5,0,7,0.0
1987,2,3,5,0,7,1.0
8219,2,3,5,0,7,1.0
11752,2,3,5,0,7,1.0
3923,2,3,5,0,8,0.0
7581,2,3,5,0,8,0.0
346,2,3,5,0,8,1.0
2085,2,3,5,0,8,1.0
4254,2,3,5,0,8,1.0
10556,2,3,5,0,8,1.0
4278,2,3,5,0,8,2.0
10839,2,3,5,0,8,2.0
2418,2,3,5,0,9,0.0
6506,2,3,5,0,9,1.0
4124,2,3,5,0,9,2.0
681,2,3,5,0,10,0.0
2927,2,3,5,0,10,0.0
1061,2,3,5,0,10,1.0
5391,2,3,5,0,11,1.0
4906,2,3,5,0,11,2.0
4949,2,3,5,0,12,0.0
8931,2,3,5,0,12,1.0
9525,2,3,5,0,12,1.0
8066,2,3,5,0,12,2.0
7551,2,3,5,0,12,4.0
2059,2,3,5,0,13,0.0
5529,2,3,5,0,13,0.0
8922,2,3,5,0,13,0.0
1825,2,3,5,0,13,1.0
2876,2,3,5,0,14,0.0
1121,2,3,5,0,14,1.0
8994,2,3,5,0,14,1.0
9302,2,3,5,0,14,1.0
1980,2,3,5,0,14,2.0
478,2,3,5,0,14,3.0
11736,2,3,5,0,15,1.0
5536,2,3,5,0,15,3.0
11906,2,3,5,0,15,5.0
9841,2,3,5,0,17,1.0
128,2,3,5,0,17,5.0
6200,2,3,5,0,18,1.0
186,2,3,5,0,19,0.0
8199,2,3,5,0,19,1.0
7988,2,3,5,0,20,0.0
4939,2,3,5,0,20,4.0
462,2,3,5,0,22,2.0
5482,2,3,5,0,23,1.0
6017,2,3,5,0,24,0.0
4091,2,3,5,0,24,1.0
4626,2,3,5,0,24,1.0
5753,2,3,5,0,24,1.0
6763,2,3,5,0,24,1.0
16,2,3,5,1,1,0.0
10852,2,3,5,1,1,0.0
2375,2,3,5,1,2,1.0
11577,2,3,5,1,2,1.0
978,2,3,5,1,5,0.0
4284,2,3,5,1,5,0.0
2384,2,3,5,1,5,2.0
3766,2,3,5,1,5,2.0
3836,2,3,5,1,5,3.0
6018,2,3,5,1,6,1.0
9043,2,3,5,1,6,1.0
3638,2,3,5,1,6,2.0
9777,2,3,5,1,7,0.0
3291,2,3,5,1,7,1.0
3696,2,3,5,1,7,1.0
11440,2,3,5,1,7,1.0
3845,2,3,5,1,7,4.0
11326,2,3,5,1,7,4.0
5665,2,3,5,1,8,0.0
339,2,3,5,1,8,1.0
4816,2,3,5,1,8,1.0
1247,2,3,5,1,8,2.0
1634,2,3,5,1,8,2.0
8683,2,3,5,1,8,3.0
9190,2,3,5,1,9,0.0
162,2,3,5,1,9,1.0
8587,2,3,5,1,9,1.0
10209,2,3,5,1,9,1.0
8770,2,3,5,1,9,2.0
707,2,3,5,1,10,1.0
7135,2,3,5,1,10,1.0
10980,2,3,5,1,10,2.0
7068,2,3,5,1,10,4.0
182,2,3,5,1,11,1.0
3625,2,3,5,1,11,1.0
6530,2,3,5,1,12,0.0
9004,2,3,5,1,12,0.0
10353,2,3,5,1,12,1.0
4149,2,3,5,1,12,2.0
8475,2,3,5,1,12,2.0
9077,2,3,5,1,12,2.0
10480,2,3,5,1,12,2.0
3145,2,3,5,1,13,0.0
10251,2,3,5,1,13,0.0
4441,2,3,5,1,13,1.0
8133,2,3,5,1,13,1.0
7184,2,3,5,1,13,4.0
4127,2,3,5,1,14,1.0
7056,2,3,5,1,14,1.0
5191,2,3,5,1,15,0.0
3469,2,3,5,1,15,1.0
9694,2,3,5,1,15,1.0
11560,2,3,5,1,15,4.0
9824,2,3,5,1,16,0.0
4460,2,3,5,1,16,1.0
8718,2,3,5,1,16,1.0
282,2,3,5,1,16,3.0
1712,2,3,5,1,16,3.0
10698,2,3,5,1,16,3.0
8935,2,3,5,1,17,0.0
7152,2,3,5,1,17,1.0
6794,2,3,5,1,17,2.0
2552,2,3,5,1,18,0.0
1627,2,3,5,1,18,1.0
3576,2,3,5,1,18,1.0
2359,2,3,5,1,18,2.0
1317,2,3,5,1,19,1.0
4943,2,3,5,1,19,1.0
8725,2,3,5,1,19,1.0
10905,2,3,5,1,19,1.0
981,2,3,5,1,19,2.0
939,2,3,5,1,19,3.0
6521,2,3,5,1,19,3.0
7941,2,3,5,1,19,3.0
8821,2,3,5,1,19,3.0
7624,2,3,5,1,20,2.0
10354,2,3,5,1,20,2.0
2727,2,3,5,1,20,4.0
5286,2,3,5,1,20,4.0
11366,2,3,5,1,21,0.0
6586,2,3,5,1,21,1.0
5245,2,3,5,1,21,2.0
8452,2,3,5,1,21,2.0
345,2,3,5,1,22,0.0
4946,2,3,5,1,23,1.0
6351,2,3,5,1,23,1.0
9861,2,3,5,1,23,1.0
2895,2,3,5,1,23,2.0
2416,2,3,5,1,24,0.0
11481,2,3,5,1,24,1.0
821,2,3,5,1,24,3.0
10313,2,3,6,0,7,0.0
6738,2,3,6,0,8,1.0
8225,2,3,6,0,8,1.0
4304,2,3,6,0,9,0.0
4914,2,3,6,0,10,1.0
3175,2,3,6,0,11,1.0
4305,2,3,6,0,12,1.0
4993,2,3,6,0,12,1.0
8084,2,3,6,0,13,1.0
11570,2,3,6,0,13,1.0
6679,2,3,6,0,13,3.0
11916,2,3,6,0,14,1.0
2269,2,3,6,0,15,2.0
2250,2,3,6,0,16,1.0
11191,2,3,6,0,16,2.0
11450,2,3,6,0,17,1.0
10588,2,3,6,0,18,2.0
10261,2,3,6,0,19,3.0
9085,2,3,6,0,24,0.0
11831,2,3,6,0,24,0.0
6246,2,3,6,0,24,1.0
2451,2,3,6,1,5,1.0
7487,2,3,6,1,8,0.0
3997,2,3,6,1,8,1.0
6106,2,3,6,1,8,3.0
7322,2,3,6,1,8,3.0
3602,2,3,6,1,9,0.0
3611,2,3,6,1,9,0.0
11417,2,3,6,1,9,0.0
6612,2,3,6,1,10,0.0
8402,2,3,6,1,10,0.0
9031,2,3,6,1,10,0.0
5842,2,3,6,1,10,1.0
9573,2,3,6,1,10,1.0
8305,2,3,6,1,11,1.0
837,2,3,6,1,12,1.0
5490,2,3,6,1,14,0.0
3027,2,3,6,1,14,2.0
7789,2,3,6,1,15,0.0
1589,2,3,6,1,16,1.0
6429,2,3,6,1,16,1.0
11228,2,3,6,1,16,1.0
1800,2,3,6,1,17,2.0
6601,2,3,6,1,17,3.0
9306,2,3,6,1,18,1.0
10600,2,3,6,1,18,3.0
6056,2,3,6,1,21,4.0
2816,2,3,6,1,22,1.0
116,2,3,6,1,23,0.0
11164,2,3,6,1,23,2.0
1593,2,3,6,1,24,0.0
1639,2,3,6,1,24,0.0
1361,2,3,6,1,24,2.0
10008,2,3,6,1,24,2.0
8444,2,3,7,0,8,1.0
9244,2,3,8,0,7,0.0
5353,2,3,8,0,17,1.0
1567,2,3,8,1,10,1.0
8690,2,3,8,1,12,1.0
1116,2,4,-2,0,6,2.0
7629,2,4,-2,0,24,0.0
11911,2,4,-2,0,24,0.0
2274,2,4,-2,1,24,0.0
3645,2,4,1,0,8,2.0
5781,2,4,1,0,9,1.0
11398,2,4,1,0,10,2.0
3045,2,4,1,0,12,1.0
6552,2,4,1,0,15,0.0
6893,2,4,1,0,17,1.0
8255,2,4,1,0,19,0.0
2980,2,4,1,1,6,0.0
10646,2,4,2,0,1,1.0
11283,2,4,2,0,4,1.0
11428,2,4,2,0,7,1.0
3025,2,4,2,0,10,4.0
9323,2,4,2,0,17,1.0
6629,2,4,2,0,24,1.0
7311,2,4,2,1,1,1.0
4930,2,4,2,1,7,1.0
3900,2,4,2,1,7,6.0
1723,2,4,2,1,8,3.0
8031,2,4,2,1,11,2.0
5322,2,4,2,1,12,1.0
6962,2,4,2,1,12,1.0
8073,2,4,2,1,12,2.0
4244,2,4,3,0,5,0.0
7209,2,4,3,0,5,2.0
5270,2,4,3,0,6,1.0
4135,2,4,3,0,7,0.0
5063,2,4,3,0,8,0.0
10676,2,4,3,0,8,3.0
5262,2,4,3,0,14,1.0
1599,2,4,3,0,24,1.0
